"IntZone","IntZoneName","CPP","Attainment","employment_rate","income_rate","access_deprived_rate"
"S02001562","Mearns Village, Westacres and Greenfarm","East Renfrewshire",6.3,5.8,7,15.2
"S02001563","Whitecraigs and Broom","East Renfrewshire",6.2,1.7,2,0
"S02001564","Mearnskirk and South Kirkhill","East Renfrewshire",6.4,2.3,4,16.7
"S02001565","Eaglesham and Waterfoot","East Renfrewshire",6.1,5.1,6,28.2
"S02001566","North Kirkhill","East Renfrewshire",6,3.1,3,0
"S02001567","Busby","East Renfrewshire",6.1,6.9,9,0
"S02001568","Clarkston and Sheddens","East Renfrewshire",6.4,2,2,0
"S02001569","Williamwood","East Renfrewshire",6.2,2.3,1,0
"S02001570","Stamperland","East Renfrewshire",6.1,3,3,0
"S02001571","Netherlee","East Renfrewshire",6.4,1.9,3,0
"S02001572","Merrylee and Braidbar","East Renfrewshire",6.4,2.4,4,0
"S02001573","Lower Whitecraigs and South Giffnock","East Renfrewshire",6.5,1.5,1,0
"S02001574","North Giffnock and North Thornliebank","East Renfrewshire",6.1,6.1,8,0
"S02001575","South Thornliebank and Woodfarm","East Renfrewshire",6.2,8,9,0
"S02001576","Balerno and Bonnington Village","Edinburgh, City of",5.9,3.9,4,42.7
"S02001577","Currie West","Edinburgh, City of",5.7,1.6,2,17.4
"S02001578","Currie East","Edinburgh, City of",5.9,3.6,3,0
"S02001579","Baberton and Juniper Green","Edinburgh, City of",6,2.7,3,0
"S02001580","Bonaly and The Pentlands","Edinburgh, City of",6.1,2.1,2,0
"S02001581","Colinton and Kingsknowe","Edinburgh, City of",6,1.6,3,0
"S02001582","Clovenstone and Wester Hailes","Edinburgh, City of",5,16.3,24,0
"S02001583","The Calders","Edinburgh, City of",4.8,17.4,23,0
"S02001584","Murrayburn and Wester Hailes North","Edinburgh, City of",4.7,24.3,32,0
"S02001585","Parkhead and Sighthill","Edinburgh, City of",5.2,5.2,9,0
"S02001586","Broomhouse and Bankhead","Edinburgh, City of",5.1,11.4,19,0
"S02001587","Stenhouse and Saughton Mains","Edinburgh, City of",5.1,13.5,18,0
"S02001588","Longstone and Saughton","Edinburgh, City of",5,7.6,11,0
"S02001589","Slateford and Chesser","Edinburgh, City of",5.8,6.2,9,0
"S02001590","Gorgie West","Edinburgh, City of",5.1,8.9,10,0
"S02001591","Gorgie East","Edinburgh, City of",4.8,8,10,0
"S02001592","Shandon","Edinburgh, City of",6.2,2.1,3,0
"S02001593","Craiglockhart","Edinburgh, City of",6,1.4,1,0
"S02001594","Morningside and Craighouse","Edinburgh, City of",6.1,3,3,0
"S02001595","Greenbank and The Braids","Edinburgh, City of",6.4,1.3,1,23
"S02001596","Colinton Mains and Firrhill","Edinburgh, City of",5.2,10.2,15,0
"S02001597","Oxgangs","Edinburgh, City of",5.3,14.4,18,0
"S02001598","Comiston and Swanston","Edinburgh, City of",6.3,2.2,1,0
"S02001599","Fairmilehead","Edinburgh, City of",6.2,1.3,1,11.7
"S02001600","Gilmerton South and the Murrays","Edinburgh, City of",5.4,3.9,5,0
"S02001601","Mortonhall and Anwickhill","Edinburgh, City of",5.6,3.7,4,30.5
"S02001602","Gracemount, Southhouse and Burdiehouse","Edinburgh, City of",4.9,14.9,21,0
"S02001603","Hyvots and Gilmerton","Edinburgh, City of",5.1,13.9,18,0
"S02001604","Fernieside and Moredun South","Edinburgh, City of",5.4,11.8,17,0
"S02001605","Moredun and Craigour","Edinburgh, City of",4.8,18.7,23,0
"S02001606","Liberton East","Edinburgh, City of",6.1,3.1,3,0
"S02001607","Liberton West and Braid Hills","Edinburgh, City of",6.1,3.2,6,0
"S02001608","The Inch","Edinburgh, City of",5.3,11.9,17,0
"S02001609","Blackford, West Mains and Mayfield Road","Edinburgh, City of",6.1,2.6,4,0
"S02001610","Prestonfield","Edinburgh, City of",5.9,8.1,11,0
"S02001611","Newington and Dalkeith Road","Edinburgh, City of",5.9,2.4,3,0
"S02001612","The Grange","Edinburgh, City of",6.4,2.4,3,0
"S02001613","Marchmont East and Sciennes","Edinburgh, City of",6.4,1.9,3,0
"S02001614","Marchmont West","Edinburgh, City of",6.4,0.7,2,0
"S02001615","Morningside","Edinburgh, City of",6.3,2.6,3,0
"S02001616","Merchiston and Greenhill","Edinburgh, City of",6.3,4.2,3,0
"S02001617","Bruntsfield","Edinburgh, City of",6.4,2.5,4,0
"S02001618","Polwarth","Edinburgh, City of",5.9,3.6,5,0
"S02001619","Dalry and Fountainbridge","Edinburgh, City of",5.3,7.9,10,0
"S02001620","Tollcross","Edinburgh, City of",5.4,5.9,8,0
"S02001621","Meadows and Southside","Edinburgh, City of",6.2,3,4,0
"S02001622","Old Town, Princes Street and Leith Street","Edinburgh, City of",NA,8.3,9,0
"S02001623","Canongate, Southside and Dumbiedykes","Edinburgh, City of",4.7,7.7,10,0
"S02001624","Abbeyhill","Edinburgh, City of",6.1,8.5,11,0
"S02001625","Meadowbank and Abbeyhill North","Edinburgh, City of",5.3,5.9,7,0
"S02001626","Willowbrae and Duddingston Village","Edinburgh, City of",5.7,4.1,6,0
"S02001627","Craigmillar","Edinburgh, City of",5.1,14,23,0
"S02001628","Niddrie","Edinburgh, City of",4.9,22.4,32,0
"S02001629","Bingham, Magdalene and The Christians","Edinburgh, City of",4.9,22.1,28,0
"S02001630","Jewel, Brunstane and Newcraighall","Edinburgh, City of",5.4,4.4,8,0
"S02001631","Joppa","Edinburgh, City of",6.1,4,5,0
"S02001632","Portobello","Edinburgh, City of",5.3,8.1,11,0
"S02001633","Duddingston and Portobello South","Edinburgh, City of",5.8,3.7,4,0
"S02001634","Mountcastle","Edinburgh, City of",5.8,4,5,0
"S02001635","Northfield and Piershill","Edinburgh, City of",5,9.4,15,0
"S02001636","Craigentinny","Edinburgh, City of",5.6,2.7,3,0
"S02001637","Restalrig (Loganlea) and Craigentinny West","Edinburgh, City of",4.8,14.5,19,0
"S02001638","Restalrig and Lochend","Edinburgh, City of",4.6,20,24,0
"S02001639","Leith (Hermitage and Prospect Bank)","Edinburgh, City of",5.9,5.4,7,0
"S02001640","Western Harbour and Leith Docks","Edinburgh, City of",5.3,6.3,9,0
"S02001641","North Leith and Newhaven","Edinburgh, City of",5.1,13.5,16,0
"S02001642","The Shore and Constitution Street","Edinburgh, City of",5,8.2,10,0
"S02001643","Great Junction Street","Edinburgh, City of",5.1,11.8,16,0
"S02001644","South Leith","Edinburgh, City of",5.2,7.8,11,0
"S02001645","Easter Road and Hawkhill Avenue","Edinburgh, City of",4.8,6.3,8,0
"S02001646","Leith (Albert Street)","Edinburgh, City of",4.8,8,11,0
"S02001647","Hillside and Calton Hill","Edinburgh, City of",5.8,3.9,5,0
"S02001648","Pilrig","Edinburgh, City of",5.4,9.3,10,0
"S02001649","Bonnington","Edinburgh, City of",5.4,8.4,10,0
"S02001650","Trinity East and The Dudleys","Edinburgh, City of",6.2,2.5,3,0
"S02001651","Trinity","Edinburgh, City of",5.9,4.1,4,0
"S02001652","Inverleith, Goldenacre and Warriston","Edinburgh, City of",6.3,2.4,3,0
"S02001653","Broughton North and Powderhall","Edinburgh, City of",5.6,5.7,6,0
"S02001654","Broughton South","Edinburgh, City of",5.4,2.5,3,0
"S02001655","New Town East and Gayfield","Edinburgh, City of",5.8,3.3,4,0
"S02001656","New Town West","Edinburgh, City of",NA,3.5,4,0
"S02001657","Canonmills and New Town North","Edinburgh, City of",6.2,1.6,2,0
"S02001658","Stockbridge","Edinburgh, City of",5.3,2.7,4,0
"S02001659","Comely Bank","Edinburgh, City of",6.1,1,1,0
"S02001660","Deans Village","Edinburgh, City of",5.7,2.3,3,0
"S02001661","Balgreen and Roseburn","Edinburgh, City of",5.8,4.3,5,0
"S02001662","Murrayfield and Ravelston","Edinburgh, City of",6,1.6,1,0
"S02001663","Craigleith, Orchard Brae and Crewe Toll","Edinburgh, City of",6.2,1.9,2,0
"S02001664","Blackhall","Edinburgh, City of",6.1,1.8,2,0
"S02001665","Drylaw","Edinburgh, City of",4.8,11.7,17,0
"S02001666","West Pilton","Edinburgh, City of",5,14.2,21,0
"S02001667","Boswall and Pilton","Edinburgh, City of",5.6,5,7,0
"S02001668","Granton South and Wardieburn","Edinburgh, City of",4.9,19.2,27,0
"S02001669","Granton and Royston Mains","Edinburgh, City of",5.2,11.4,18,0
"S02001670","Granton West and Salvesen","Edinburgh, City of",5,10.5,16,0
"S02001671","Muirhouse","Edinburgh, City of",4.9,17.2,25,0
"S02001672","Silverknowes and Davidson's Mains","Edinburgh, City of",6,2.1,3,0
"S02001673","Cramond","Edinburgh, City of",6.2,2,2,0
"S02001674","Barnton, Cammo and Cramond South","Edinburgh, City of",6.3,2.2,2,19.9
"S02001675","Clermiston and Drumbrae","Edinburgh, City of",5.3,9.8,13,0
"S02001676","East Craigs North","Edinburgh, City of",5.6,7.7,10,0
"S02001677","East Craigs South","Edinburgh, City of",6,2.1,2,0
"S02001678","Corstorphine North","Edinburgh, City of",6.1,3.3,3,0
"S02001679","Corstorphine","Edinburgh, City of",6.2,3.3,3,0
"S02001680","Carrick Knowe","Edinburgh, City of",5.6,3.7,6,0
"S02001681","Corstorphine South","Edinburgh, City of",5.4,4.7,6,0
"S02001682","South Gyle","Edinburgh, City of",5.6,3.9,6,0
"S02001683","Ratho, Ingliston and Gogar","Edinburgh, City of",5.6,5.1,6,0
"S02001684","Dalmeny, Kirkliston and Newbridge","Edinburgh, City of",5.7,4.7,7,76.6
"S02001685","Queensferry East","Edinburgh, City of",5.7,4.7,6,0
"S02001686","Queensferry West","Edinburgh, City of",5.7,3.8,4,0
"S02001687","Barra and South Uist","Eilean Siar",5.7,7.8,10,61.2
"S02001688","Benbecula and North Uist","Eilean Siar",5.7,6.4,8,100
"S02001689","Harris","Eilean Siar",6.2,6.1,10,100
"S02001690","South Lewis","Eilean Siar",5.9,7.1,11,100
"S02001691","Northwest Lewis","Eilean Siar",5.9,7.6,12,100
"S02001692","Broadbay","Eilean Siar",5.7,6.1,7,100
"S02001693","Stornoway West","Eilean Siar",5.6,10.8,14,33.2
"S02001694","Stornoway East","Eilean Siar",5.7,8.5,9,0
"S02001695","Point","Eilean Siar",5.8,6.2,7,100
"S02001696","Dunipace","Falkirk",5.4,10.3,14,0
"S02001697","Fankerton, Stoneywood and Denny Town","Falkirk",5.5,8.7,11,22.4
"S02001698","Denny - Nethermains","Falkirk",5.4,9.7,14,0
"S02001699","Head of Muir and Dennyloanhead","Falkirk",5.7,4.8,6,0
"S02001700","Banknock, Haggs and Longcroft","Falkirk",5.5,8.8,11,12.5
"S02001701","Bonnybridge","Falkirk",5.5,9.3,13,0
"S02001702","High Bonnybridge and Greenhill","Falkirk",5.7,6.6,9,80.1
"S02001703","Larbert - North Broomage and Inches","Falkirk",5.8,5.2,6,0
"S02001704","Larbert - South Broomage and Village","Falkirk",6.1,4,5,0
"S02001705","Stenhousemuir West","Falkirk",5.6,13.2,18,0
"S02001706","Stenhousemuir East","Falkirk",5.8,7.5,9,0
"S02001707","Stenhousemuir - Antonshill","Falkirk",6.1,3.3,4,0
"S02001708","Carron","Falkirk",6,4.4,6,0
"S02001709","Carronshore","Falkirk",5.4,8.3,11,0
"S02001710","Carse and Grangemouth Old Town","Falkirk",5.5,6,7,52.4
"S02001711","Falkirk - Bainsford and Langlees","Falkirk",4.7,21.3,26,0
"S02001712","Falkirk - Merchiston and New Carron Village","Falkirk",5.7,7.4,10,0
"S02001713","Falkirk - Grahamston","Falkirk",5.6,15.4,17,0
"S02001714","Falkirk - Middlefield","Falkirk",5.3,12.2,16,0
"S02001715","Falkirk - Town Centre and Callendar Park","Falkirk",5.6,10,13,0
"S02001716","Falkirk - Bantaskin","Falkirk",5.8,6.5,8,0
"S02001717","Falkirk - Camelon East","Falkirk",5.2,18.9,22,0
"S02001718","Falkirk - Camelon West","Falkirk",5,14.7,19,0
"S02001719","Falkirk - Tamfourhill","Falkirk",5.5,11.7,16,0
"S02001720","Falkirk - Lochgreen and Lionthorn","Falkirk",6.3,2.7,3,82.4
"S02001721","Hallglen and Glen Village","Falkirk",5.2,16,21,70.3
"S02001722","Shieldhill","Falkirk",5.8,6.4,10,0
"S02001723","Braes Villages","Falkirk",5.3,10.7,15,29.8
"S02001724","Reddingmuirhead and Overton","Falkirk",6,2.2,3,45.4
"S02001725","Brightons and Wallacestone","Falkirk",5.8,4.7,6,0
"S02001726","Maddiston and Rumford","Falkirk",5.5,6.9,10,10.1
"S02001727","Polmont","Falkirk",5.8,4.5,4,22.2
"S02001728","Redding","Falkirk",5.1,8.8,11,0
"S02001729","Laurieston and Westquarter","Falkirk",5.1,11.2,13,0
"S02001730","Grangemouth - Newlands","Falkirk",5.3,12.1,15,0
"S02001731","Grangemouth - Town Centre","Falkirk",5.6,11.7,13,0
"S02001732","Grangemouth - Kersiebank","Falkirk",5.1,13.4,15,0
"S02001733","Grangemouth - Bowhouse","Falkirk",5.4,15.6,18,0
"S02001734","Bo'ness - Douglas","Falkirk",5.7,6.1,8,17
"S02001735","Bo'ness - Newtown","Falkirk",5.5,8.9,10,0
"S02001736","Bo'ness - Kinneil","Falkirk",5.4,10.5,13,0
"S02001737","Blackness, Bo'ness - Carriden and Grahamsdyke","Falkirk",5.4,7.4,9,14
"S02001738","Kincardine","Fife",5.5,7.8,10,18.8
"S02001739","Oakley Comrie and Blairhall","Fife",5.2,10.4,14,46.1
"S02001740","Saline and Gowkhall","Fife",5.6,6.9,7,73.6
"S02001741","Valleyfield Culross and Torryburn","Fife",5.3,11.8,13,52.1
"S02001742","Cairneyhill and Crombie","Fife",5.7,4.6,5,19.3
"S02001743","Crossford Charlestown and Limekilns","Fife",6.2,2.8,3,63.3
"S02001744","Dunfermline Milesmark and Wellwood","Fife",5.7,5.2,6,65
"S02001745","Dunfermline Baldridgeburn","Fife",5.5,15.6,17,0
"S02001746","Dunfermline Headwell","Fife",5.5,12.4,14,0
"S02001747","Dunfermline Central","Fife",5.9,9.1,9,0
"S02001748","Dunfermline Brucefield","Fife",5.1,10.7,13,0
"S02001749","Dunfermline Garvock Hill","Fife",6.1,2.7,2,0
"S02001750","Dunfermline Bellyeoman and Townhill","Fife",5.8,5.8,7,0
"S02001751","Dunfermline Duloch North and Lynebank","Fife",5.7,3.4,5,0
"S02001752","Dunfermline Touch and Woodmill","Fife",4.7,18,21,0
"S02001753","Dunfermline Abbeyview North","Fife",4.6,17.5,23,0
"S02001754","Dunfermline Abbeyview South","Fife",5.1,8.3,11,0
"S02001755","Dunfermline Duloch South","Fife",5.6,2.3,3,0
"S02001756","Dunfermline Masterton","Fife",6,1,2,55.8
"S02001757","Dunfermline Pitcorthie East","Fife",5.9,2.7,2,0
"S02001758","Dunfermline Pitcorthie West","Fife",6,4,3,0
"S02001759","Rosyth North","Fife",5.5,8.5,9,0
"S02001760","Rosyth East","Fife",5.4,8.8,11,0
"S02001761","Rosyth Central","Fife",5.2,11.8,13,0
"S02001762","Rosyth South","Fife",5,5.4,8,0
"S02001763","North Queensferry and Inverkeithing West","Fife",5.5,6.7,8,0
"S02001764","Inverkeithing East","Fife",4.8,10.7,14,0
"S02001765","Dalgety Bay West and Hillend","Fife",6.2,1.4,2,0
"S02001766","Dalgety Bay Central","Fife",6,3.2,3,0
"S02001767","Dalgety Bay East","Fife",5.8,4.8,4,0
"S02001768","Crossgates and Halbeath","Fife",5.6,8.2,11,11.9
"S02001769","Hill of Beath and Kingseat","Fife",4.9,13.3,19,0
"S02001770","Cowdenbeath South","Fife",4.9,15.7,21,0
"S02001771","Cowdenbeath North","Fife",5,9.2,12,0
"S02001772","Kelty West","Fife",4.9,15.1,21,0
"S02001773","Kelty East","Fife",5,10.6,13,0
"S02001774","Lochore and Crosshill","Fife",5,17.7,22,0
"S02001775","Ballingry","Fife",4.9,17.8,27,0
"S02001776","Cardenden","Fife",5.4,12.5,17,0
"S02001777","Lochgelly East","Fife",5.2,12.9,15,0
"S02001778","Lochgelly West and Lumphinnans","Fife",5.1,17.5,24,0
"S02001779","Aberdour and Auchtertool","Fife",5.8,6.1,7,52.6
"S02001780","Burntisland West","Fife",5.7,11.2,14,0
"S02001781","Burntisland East","Fife",5.6,5.9,7,0
"S02001782","Kinghorn","Fife",5.6,7.9,8,0
"S02001783","Kirkcaldy Linktown & Seafield","Fife",5.2,16.8,23,12.1
"S02001784","Kirkcaldy Central","Fife",5.7,10.7,11,0
"S02001785","Kirkcaldy Bennochy East","Fife",5.9,9.7,11,0
"S02001786","Kirkcaldy Bennochy West","Fife",5.5,11.2,16,0
"S02001787","Kirkcaldy Raith","Fife",5.8,2.3,3,0
"S02001788","Kirkcaldy Newliston and Redcraigs","Fife",5.3,7.9,10,0
"S02001789","Kirkcaldy Templehall West","Fife",5.3,11.2,19,0
"S02001790","Kirkcaldy Templehall East","Fife",4.8,17.1,25,0
"S02001791","Kirkcaldy Dunnikier","Fife",5.8,3.2,3,0
"S02001792","Kirkcaldy Chapel","Fife",5.5,5.8,8,0
"S02001793","Kirkcaldy Hayfield and Smeaton","Fife",4.9,15.6,23,0
"S02001794","Kirkcaldy Pathhead","Fife",5.7,9.5,10,0
"S02001795","Kirkcaldy Gallatown and Sinclairtown","Fife",5.1,21.6,30,0
"S02001796","Dysart","Fife",5.4,14.8,19,0
"S02001797","Wemyss","Fife",5.4,13,15,59.4
"S02001798","Thornton and Kinglassie","Fife",5.3,10.6,16,0
"S02001799","Leslie and Newcastle","Fife",5.4,9.8,13,0
"S02001800","Glenrothes Macedonia and Tanshall","Fife",5,21,27,0
"S02001801","Glenrothes South Parks","Fife",5.8,8.6,14,0
"S02001802","Glenrothes Caskieberran and Rimbleton","Fife",5.3,10.6,14,0
"S02001803","Glenrothes Auchmuty","Fife",4.9,17.2,23,0
"S02001804","Glenrothes Stenton and Finglassie","Fife",5.4,8.3,10,0
"S02001805","Glenrothes Pitteuchar","Fife",5.4,8.7,11,0
"S02001806","Glenrothes Woodside","Fife",5.5,10.1,12,0
"S02001807","Glenrothes Balgeddie and Town Park","Fife",5.8,3,3,32.6
"S02001808","Glenrothes Collydean","Fife",5,17.7,26,0
"S02001809","Glenrothes Cadham and Pitcoudie","Fife",5.4,16.1,19,0
"S02001810","Glenrothes Balfarg Pitcairn and Coul","Fife",5.9,10.2,10,0
"S02001811","Markinch and Star","Fife",5.7,5.9,6,28.3
"S02001812","Windygates and Coaltown","Fife",5.8,6.9,7,15.2
"S02001813","Buckhaven, Denbeath and Muiredge","Fife",4.8,20.4,26,0
"S02001814","Methil Methilhill","Fife",4.9,16.6,23,0
"S02001815","Methil West","Fife",4.5,25.5,32,0
"S02001816","Methil East","Fife",4.8,21.4,28,0
"S02001817","Leven East","Fife",5.9,17.1,17,0
"S02001818","Leven West","Fife",5.1,12.1,15,0
"S02001819","Leven North","Fife",5.6,9.9,12,0
"S02001820","Largo","Fife",5.9,6.8,8,100
"S02001821","Kennoway and Bonnybank","Fife",5.3,14,17,16
"S02001822","Kettle and Ladybank","Fife",5.4,6,7,52.8
"S02001823","Falkland and Freuchie","Fife",5.8,3.6,5,56.3
"S02001824","Auchtermuchty and Gateside","Fife",5.6,6.2,7,41.1
"S02001825","Newburgh","Fife",5.4,7.2,9,21.4
"S02001826","Cupar West and Springfield","Fife",5.4,6.5,7,44.9
"S02001827","Cupar Central","Fife",5.3,11.5,14,0
"S02001828","Cupar East","Fife",5.6,6.4,6,0
"S02001829","Dairsie Ceres and Dunino","Fife",5.7,4,5,100
"S02001830","Elie Colinsburgh and Largoward","Fife",5.6,6,8,100
"S02001831","St Monans and Pittenweem","Fife",5.6,9.8,12,0
"S02001832","Anstruther","Fife",5.6,8.4,10,0
"S02001833","Crail and Boarhills","Fife",5.9,4.7,6,100
"S02001834","St Andrews South East","Fife",5.5,5.2,8,0
"S02001835","St Andrews Central","Fife",4.8,2.1,4,0
"S02001836","St Andrews South West","Fife",5.6,2.5,2,20.1
"S02001837","St Andrews North and Strathkinness","Fife",6.2,0.9,1,29.3
"S02001838","Leuchars and Guardbridge","Fife",5.4,3.5,5,43
"S02001839","Balmullo and Gauldry","Fife",5.7,3.7,3,72
"S02001840","Tayport","Fife",5.7,8.3,10,0
"S02001841","Newport and Wormit","Fife",6.2,3.9,5,15
"S02001842","Darnley East","Glasgow City",5.6,12.7,20,0
"S02001843","Darnley North","Glasgow City",5.7,10.8,16,0
"S02001844","Darnley West","Glasgow City",5.8,6.2,10,0
"S02001845","Nitshill","Glasgow City",5,21.9,33,0
"S02001846","Crookston South","Glasgow City",4.9,23,35,0
"S02001847","Crookston North","Glasgow City",5,15.8,22,0
"S02001848","Pollok South and West","Glasgow City",5.9,3.9,6,0
"S02001849","Pollok North and East","Glasgow City",5.2,18.7,27,0
"S02001850","Cardonald South and East","Glasgow City",5.2,12,17,0
"S02001851","Cardonald North","Glasgow City",5.2,17.4,27,0
"S02001852","Cardonald West and Central","Glasgow City",5.5,10.7,14,0
"S02001853","Penilee","Glasgow City",5.1,17.8,24,0
"S02001854","Hillington","Glasgow City",5.2,11.9,17,0
"S02001855","Drumoyne and Shieldhall","Glasgow City",5.3,17.8,23,0
"S02001856","Govan and Linthouse","Glasgow City",5.1,22.6,29,0
"S02001857","Craigton","Glasgow City",5.4,17,25,0
"S02001858","Mosspark","Glasgow City",5.5,11.6,15,0
"S02001859","Ibrox","Glasgow City",4.9,25.5,34,0
"S02001860","Ibrox East and Cessnock","Glasgow City",5.1,16.7,21,0
"S02001861","Kinning Park and Festival Park","Glasgow City",5.6,8.6,14,0
"S02001862","Kingston West and Dumbreck","Glasgow City",5.4,14,20,0
"S02001863","Pollokshields West","Glasgow City",5.6,8.6,15,0
"S02001864","Pollokshields East","Glasgow City",5.5,7.2,15,0
"S02001865","Govanhill West","Glasgow City",5.1,15.7,24,0
"S02001866","Govanhill East and Aikenhead","Glasgow City",5.1,19.5,27,0
"S02001867","Battlefield","Glasgow City",5.9,7.7,12,0
"S02001868","Strathbungo","Glasgow City",5.5,8.3,12,0
"S02001869","Maxwell Park","Glasgow City",5.8,3.6,6,0
"S02001870","Shawlands West","Glasgow City",5.5,5.6,8,0
"S02001871","Shawlands East","Glasgow City",6,6.3,9,0
"S02001872","Langside","Glasgow City",5.8,4.5,7,0
"S02001873","Pollokshaws","Glasgow City",5.6,18.8,24,0
"S02001874","Carnwadric West","Glasgow City",5,22.1,31,0
"S02001875","Carnwadric East","Glasgow City",5.5,14,22,0
"S02001876","Newlands","Glasgow City",5.8,8.5,12,0
"S02001877","Merrylee and Millbrae","Glasgow City",5.9,6.3,9,0
"S02001878","Muirend and Old Cathcart","Glasgow City",6.1,5.4,7,0
"S02001879","Carmunnock North","Glasgow City",6.2,5.4,5,0
"S02001880","Carmunnock South","Glasgow City",5.4,15.8,22,0
